3.141594694472915e-02 6.981105639322786e+10 1.570796300013222e+00 1.692041820000000e+13	1.000000029570898e+00 1.857005716551916e-15 -1.057095980910310e-06 1.562946246997951e-24 1.000000000000000e+00	0.000000000000000e+00 
3.141599504117723e-02 6.981105636584905e+10 1.570796300013222e+00 1.692044410000000e+13	1.000000029570898e+00 1.857005718008494e-15 -1.057097598745811e-06 1.562948640239343e-24 1.000000000000000e+00	0.000000000000000e+00 
9.424770316938560e-02 6.973964300832812e+10 1.570796300118916e+00 5.072654860000000e+13	1.000000029614249e+00 1.860810810881755e-15 -3.167111450409883e-06 4.692258682571247e-24 1.000000000000000e+00	0.000000000000000e+00 
9.424775136438565e-02 6.973964292629991e+10 1.570796300118917e+00 5.072657450000000e+13	1.000000029614249e+00 1.860810815259150e-15 -3.167113065162479e-06 4.692261085958688e-24 1.000000000000000e+00	0.000000000000000e+00 
9.424779955938583e-02 6.973964284427166e+10 1.570796300118917e+00 5.072660040000000e+13	1.000000029614249e+00 1.860810819636547e-15 -3.167114679915071e-06 4.692263489346135e-24 1.000000000000000e+00	0.000000000000000e+00 
3.141590242234063e-01 6.894391936980642e+10 1.570796301311433e+00 1.677964134000000e+14	1.000000030103354e+00 1.904012181166004e-15 -1.039962669847916e-05 1.576535853217681e-23 1.000000000000000e+00	0.000000000000000e+00 
3.141590735373220e-01 6.894391910045607e+10 1.570796301311434e+00 1.677964393000000e+14	1.000000030103355e+00 1.904012196043207e-15 -1.039962827685911e-05 1.576536104811296e-23 1.000000000000000e+00	0.000000000000000e+00 
3.141591228512380e-01 6.894391883110567e+10 1.570796301311434e+00 1.677964652000000e+14	1.000000030103355e+00 1.904012210920413e-15 -1.039962985523904e-05 1.576536356404915e-23 1.000000000000000e+00	0.000000000000000e+00 
3.141591721651545e-01 6.894391856175524e+10 1.570796301311435e+00 1.677964911000000e+14	1.000000030103355e+00 1.904012225797621e-15 -1.039963143361896e-05 1.576536607998537e-23 1.000000000000000e+00	0.000000000000000e+00 
3.141592214790713e-01 6.894391829240476e+10 1.570796301311435e+00 1.677965170000000e+14	1.000000030103355e+00 1.904012240674831e-15 -1.039963301199887e-05 1.576536859592165e-23 1.000000000000000e+00	0.000000000000000e+00 
3.141592707929886e-01 6.894391802305425e+10 1.570796301311435e+00 1.677965429000000e+14	1.000000030103355e+00 1.904012255552044e-15 -1.039963459037876e-05 1.576537111185796e-23 1.000000000000000e+00	0.000000000000000e+00 
3.141593201069062e-01 6.894391775370369e+10 1.570796301311436e+00 1.677965688000000e+14	1.000000030103355e+00 1.904012270429259e-15 -1.039963616875864e-05 1.576537362779431e-23 1.000000000000000e+00	0.000000000000000e+00 
3.141593694208242e-01 6.894391748435310e+10 1.570796301311436e+00 1.677965947000000e+14	1.000000030103356e+00 1.904012285306477e-15 -1.039963774713851e-05 1.576537614373069e-23 1.000000000000000e+00	0.000000000000000e+00 
3.141594187347425e-01 6.894391721500246e+10 1.570796301311437e+00 1.677966206000000e+14	1.000000030103356e+00 1.904012300183697e-15 -1.039963932551837e-05 1.576537865966711e-23 1.000000000000000e+00	0.000000000000000e+00 
3.141594680486613e-01 6.894391694565178e+10 1.570796301311437e+00 1.677966465000000e+14	1.000000030103356e+00 1.904012315060919e-15 -1.039964090389821e-05 1.576538117560356e-23 1.000000000000000e+00	0.000000000000000e+00 
3.141595173625805e-01 6.894391667630106e+10 1.570796301311438e+00 1.677966724000000e+14	1.000000030103356e+00 1.904012329938144e-15 -1.039964248227804e-05 1.576538369154006e-23 1.000000000000000e+00	0.000000000000000e+00 
3.141595666765000e-01 6.894391640695030e+10 1.570796301311438e+00 1.677966983000000e+14	1.000000030103356e+00 1.904012344815371e-15 -1.039964406065785e-05 1.576538620747660e-23 1.000000000000000e+00	0.000000000000000e+00 
3.141596159904199e-01 6.894391613759950e+10 1.570796301311438e+00 1.677967242000000e+14	1.000000030103356e+00 1.904012359692601e-15 -1.039964563903766e-05 1.576538872341318e-23 1.000000000000000e+00	0.000000000000000e+00 
3.141596653043402e-01 6.894391586824865e+10 1.570796301311439e+00 1.677967501000000e+14	1.000000030103357e+00 1.904012374569833e-15 -1.039964721741745e-05 1.576539123934979e-23 1.000000000000000e+00	0.000000000000000e+00 
3.141597146182609e-01 6.894391559889777e+10 1.570796301311439e+00 1.677967760000000e+14	1.000000030103357e+00 1.904012389447068e-15 -1.039964879579722e-05 1.576539375528643e-23 1.000000000000000e+00	0.000000000000000e+00 
3.141597639321820e-01 6.894391532954685e+10 1.570796301311440e+00 1.677968019000000e+14	1.000000030103357e+00 1.904012404324305e-15 -1.039965037417699e-05 1.576539627122311e-23 1.000000000000000e+00	0.000000000000000e+00 
3.141598132461035e-01 6.894391506019588e+10 1.570796301311440e+00 1.677968278000000e+14	1.000000030103357e+00 1.904012419201545e-15 -1.039965195255674e-05 1.576539878715984e-23 1.000000000000000e+00	0.000000000000000e+00 
3.141598625600253e-01 6.894391479084487e+10 1.570796301311440e+00 1.677968537000000e+14	1.000000030103357e+00 1.904012434078787e-15 -1.039965353093648e-05 1.576540130309661e-23 1.000000000000000e+00	0.000000000000000e+00 
3.141599118739476e-01 6.894391452149383e+10 1.570796301311441e+00 1.677968796000000e+14	1.000000030103357e+00 1.904012448956031e-15 -1.039965510931620e-05 1.576540381903341e-23 1.000000000000000e+00	0.000000000000000e+00 
3.141599611878702e-01 6.894391425214274e+10 1.570796301311441e+00 1.677969055000000e+14	1.000000030103358e+00 1.904012463833278e-15 -1.039965668769592e-05 1.576540633497025e-23 1.000000000000000e+00	0.000000000000000e+00 
9.424770319046619e-01 6.307005856962900e+10 1.570796311045235e+00 4.736316165000000e+14	1.000000034095632e+00 2.275177005810071e-15 -2.722658165349300e-05 4.932018316856508e-23 1.000000000000000e+00	0.000000000000000e+00 
