# Metric: Kerr-Newman
#	m = 1.000000e+00
#	a = 0.000000e+00
#	q = 0.000000e+00
# particle:
#	m = 1.000000e+00
#	q = 0.000000e+00
# length_4velocity = 1.000000e+00
# dtau = 1.000000e-03
# tau_max = 6.500000e+01
# max_wrongness = 1.000000e-04
# max_x1 = 5.010000e+01
# x3 x1 x2 x0	wrong	u3 u1 u2 u0
3.261523e-03 8.940614e+00 1.570796e+00 1.034178e-01	-2.710505e-19	6.079973e-02 -1.099495e+00 1.214195e-20 1.916968e+00	5.400000e-02	1.000000e-03
3.322330e-03 8.939514e+00 1.570796e+00 1.053348e-01	3.252607e-19	6.081468e-02 -1.099486e+00 1.237137e-20 1.917036e+00	5.500000e-02	1.000000e-03
3.383152e-03 8.938415e+00 1.570796e+00 1.072519e-01	6.505213e-19	6.082964e-02 -1.099476e+00 1.260095e-20 1.917104e+00	5.600000e-02	1.000000e-03
3.443989e-03 8.937315e+00 1.570796e+00 1.091690e-01	1.084202e-18	6.084461e-02 -1.099467e+00 1.283070e-20 1.917172e+00	5.700000e-02	1.000000e-03
3.504841e-03 8.936216e+00 1.570796e+00 1.110862e-01	1.192622e-18	6.085958e-02 -1.099457e+00 1.306062e-20 1.917240e+00	5.800000e-02	1.000000e-03
3.565708e-03 8.935116e+00 1.570796e+00 1.130035e-01	9.757820e-19	6.087456e-02 -1.099448e+00 1.329071e-20 1.917308e+00	5.900000e-02	1.000000e-03
3.626590e-03 8.934017e+00 1.570796e+00 1.149208e-01	8.673617e-19	6.088955e-02 -1.099438e+00 1.352097e-20 1.917376e+00	6.000000e-02	1.000000e-03
3.687488e-03 8.932917e+00 1.570796e+00 1.168382e-01	4.336809e-19	6.090454e-02 -1.099429e+00 1.375139e-20 1.917444e+00	6.100000e-02	1.000000e-03
3.748400e-03 8.931818e+00 1.570796e+00 1.187557e-01	5.421011e-19	6.091953e-02 -1.099419e+00 1.398199e-20 1.917512e+00	6.200000e-02	1.000000e-03
3.809327e-03 8.930719e+00 1.570796e+00 1.206733e-01	2.168404e-19	6.093453e-02 -1.099410e+00 1.421275e-20 1.917581e+00	6.300000e-02	1.000000e-03
3.870269e-03 8.929619e+00 1.570796e+00 1.225909e-01	2.168404e-19	6.094954e-02 -1.099400e+00 1.444369e-20 1.917649e+00	6.400000e-02	1.000000e-03
3.931226e-03 8.928520e+00 1.570796e+00 1.245086e-01	4.336809e-19	6.096455e-02 -1.099391e+00 1.467479e-20 1.917717e+00	6.500000e-02	1.000000e-03
3.992198e-03 8.927420e+00 1.570796e+00 1.264263e-01	4.336809e-19	6.097956e-02 -1.099381e+00 1.490606e-20 1.917785e+00	6.600000e-02	1.000000e-03
4.053185e-03 8.926321e+00 1.570796e+00 1.283441e-01	6.505213e-19	6.099458e-02 -1.099372e+00 1.513750e-20 1.917853e+00	6.700000e-02	1.000000e-03
4.114187e-03 8.925222e+00 1.570796e+00 1.302620e-01	2.168404e-19	6.100961e-02 -1.099362e+00 1.536911e-20 1.917921e+00	6.800000e-02	1.000000e-03
4.175204e-03 8.924122e+00 1.570796e+00 1.321800e-01	5.421011e-19	6.102464e-02 -1.099353e+00 1.560089e-20 1.917990e+00	6.900000e-02	1.000000e-03
4.236236e-03 8.923023e+00 1.570796e+00 1.340980e-01	4.336809e-19	6.103968e-02 -1.099343e+00 1.583284e-20 1.918058e+00	7.000000e-02	1.000000e-03
4.297283e-03 8.921924e+00 1.570796e+00 1.360161e-01	7.589415e-19	6.105472e-02 -1.099334e+00 1.606496e-20 1.918126e+00	7.100000e-02	1.000000e-03
4.358346e-03 8.920824e+00 1.570796e+00 1.379342e-01	8.673617e-19	6.106977e-02 -1.099324e+00 1.629726e-20 1.918194e+00	7.200000e-02	1.000000e-03
4.419423e-03 8.919725e+00 1.570796e+00 1.398525e-01	4.336809e-19	6.108483e-02 -1.099315e+00 1.652972e-20 1.918263e+00	7.300000e-02	1.000000e-03
4.480515e-03 8.918626e+00 1.570796e+00 1.417708e-01	5.421011e-19	6.109989e-02 -1.099305e+00 1.676235e-20 1.918331e+00	7.400000e-02	1.000000e-03
4.541623e-03 8.917526e+00 1.570796e+00 1.436891e-01	6.505213e-19	6.111495e-02 -1.099296e+00 1.699515e-20 1.918399e+00	7.500000e-02	1.000000e-03
4.602745e-03 8.916427e+00 1.570796e+00 1.456076e-01	6.505213e-19	6.113002e-02 -1.099286e+00 1.722812e-20 1.918468e+00	7.600000e-02	1.000000e-03
4.663883e-03 8.915328e+00 1.570796e+00 1.475261e-01	-2.168404e-19	6.114510e-02 -1.099277e+00 1.746127e-20 1.918536e+00	7.700000e-02	1.000000e-03
4.725035e-03 8.914228e+00 1.570796e+00 1.494446e-01	1.084202e-19	6.116018e-02 -1.099267e+00 1.769458e-20 1.918605e+00	7.800000e-02	1.000000e-03
4.786203e-03 8.913129e+00 1.570796e+00 1.513633e-01	-2.168404e-19	6.117527e-02 -1.099258e+00 1.792807e-20 1.918673e+00	7.900000e-02	1.000000e-03
4.847386e-03 8.912030e+00 1.570796e+00 1.532820e-01	-1.084202e-19	6.119036e-02 -1.099248e+00 1.816173e-20 1.918742e+00	8.000000e-02	1.000000e-03
4.908584e-03 8.910931e+00 1.570796e+00 1.552008e-01	-1.084202e-19	6.120546e-02 -1.099239e+00 1.839555e-20 1.918810e+00	8.100000e-02	1.000000e-03
4.969797e-03 8.909831e+00 1.570796e+00 1.571196e-01	-1.084202e-19	6.122056e-02 -1.099229e+00 1.862955e-20 1.918879e+00	8.200000e-02	1.000000e-03
5.031025e-03 8.908732e+00 1.570796e+00 1.590385e-01	2.168404e-19	6.123567e-02 -1.099219e+00 1.886372e-20 1.918947e+00	8.300000e-02	1.000000e-03
5.092268e-03 8.907633e+00 1.570796e+00 1.609575e-01	1.084202e-19	6.125078e-02 -1.099210e+00 1.909807e-20 1.919016e+00	8.400000e-02	1.000000e-03
5.153527e-03 8.906534e+00 1.570796e+00 1.628766e-01	1.084202e-19	6.126590e-02 -1.099200e+00 1.933258e-20 1.919084e+00	8.500000e-02	1.000000e-03
5.214800e-03 8.905435e+00 1.570796e+00 1.647957e-01	-1.084202e-19	6.128103e-02 -1.099191e+00 1.956727e-20 1.919153e+00	8.600000e-02	1.000000e-03
5.276089e-03 8.904335e+00 1.570796e+00 1.667149e-01	-3.794708e-19	6.129616e-02 -1.099181e+00 1.980213e-20 1.919221e+00	8.700000e-02	1.000000e-03
5.337392e-03 8.903236e+00 1.570796e+00 1.686341e-01	4.336809e-19	6.131129e-02 -1.099172e+00 2.003716e-20 1.919290e+00	8.800000e-02	1.000000e-03
5.398711e-03 8.902137e+00 1.570796e+00 1.705534e-01	8.673617e-19	6.132643e-02 -1.099162e+00 2.027236e-20 1.919359e+00	8.900000e-02	1.000000e-03
5.460045e-03 8.901038e+00 1.570796e+00 1.724728e-01	4.336809e-19	6.134158e-02 -1.099152e+00 2.050774e-20 1.919427e+00	9.000000e-02	1.000000e-03
5.521394e-03 8.899939e+00 1.570796e+00 1.743923e-01	4.336809e-19	6.135673e-02 -1.099143e+00 2.074328e-20 1.919496e+00	9.100000e-02	1.000000e-03
5.582759e-03 8.898840e+00 1.570796e+00 1.763118e-01	0.000000e+00	6.137189e-02 -1.099133e+00 2.097900e-20 1.919565e+00	9.200000e-02	1.000000e-03
5.644138e-03 8.897741e+00 1.570796e+00 1.782314e-01	2.168404e-19	6.138705e-02 -1.099124e+00 2.121490e-20 1.919634e+00	9.300000e-02	1.000000e-03
5.705533e-03 8.896641e+00 1.570796e+00 1.801511e-01	1.084202e-19	6.140222e-02 -1.099114e+00 2.145096e-20 1.919702e+00	9.400000e-02	1.000000e-03
5.766943e-03 8.895542e+00 1.570796e+00 1.820708e-01	1.084202e-19	6.141740e-02 -1.099104e+00 2.168720e-20 1.919771e+00	9.500000e-02	1.000000e-03
5.828368e-03 8.894443e+00 1.570796e+00 1.839906e-01	-4.878910e-19	6.143258e-02 -1.099095e+00 2.192362e-20 1.919840e+00	9.600000e-02	1.000000e-03
5.889808e-03 8.893344e+00 1.570796e+00 1.859105e-01	-7.589415e-19	6.144776e-02 -1.099085e+00 2.216020e-20 1.919909e+00	9.700000e-02	1.000000e-03
5.951263e-03 8.892245e+00 1.570796e+00 1.878305e-01	-6.505213e-19	6.146295e-02 -1.099076e+00 2.239696e-20 1.919978e+00	9.800000e-02	1.000000e-03
6.012734e-03 8.891146e+00 1.570796e+00 1.897505e-01	-4.336809e-19	6.147815e-02 -1.099066e+00 2.263389e-20 1.920047e+00	9.900000e-02	1.000000e-03
